x y
112.08059283955136 889.130789894341
503.6878212887056 1292.6916807683574
886.0274483792716 1388.3650481707487
1102.0810218803133 295.7334480918663
979.4107325742402 202.1488304239919
103.88015047986407 892.6684968782797
702.9282240206924 1106.4298166072522
694.2828143301688 1103.5424989775834
511.48326675625685 1311.4588052751749
1001.2515314079347 209.91210250947657
688.5810694843224 1092.05805912453
203.15262448462738 1191.798138681445
201.21136692472004 1206.927938972035
705.6996729124205 1084.4736709748877
1397.4470395071567 1004.6597863751122
1202.66388759399 586.4654286577735
98.45170483065027 899.0232099267939
191.1932604790307 1184.7247864286062
501.5844019826049 1296.6764304696246
1207.9100060134049 585.015195239706
1204.3400682125623 601.0474448892393
1410.3154896570113 995.0337607031122
1200.350504956997 610.4284316456601
104.56766441615278 909.8420761267477
899.8205284026204 1415.7648433850516
198.8765091495311 1206.1275551354472
884.1073904009891 1384.7102888988225
405.90419996705094 793.6738259000908
697.1767533008157 1091.6889584950884
1092.1905955244413 300.15359040370345
910.1884295364445 1413.6772488218444
514.6984236085965 1301.8321931233068
398.34203599350684 797.059496639335
1200.2765249429783 585.0923836975223
400.48839166841304 810.5045339000014
491.98044108492894 1285.3638767816458
1104.8105404763353 306.28699781992015
483.7077853436532 1299.6443139428732
999.424551960179 198.90548235079515
810.6540028393414 503.2240774473048
1407.4379641628577 996.7045110931863
1207.5523854137625 604.1998723372933
1007.1360073258554 200.77130016781402
916.3463562746542 1383.5035536820503
411.9509939625627 797.5317795938561
1098.1633579898516 293.33644856634936
1004.0658022809762 206.9976644256754
392.64674508653667 801.4008977801819
395.84709454231745 798.27306139569
179.70383122812473 1203.2649212834235
1000.4659108898122 204.37825720795925
110.5975995461158 895.1113744157294
703.8292957563536 1090.6253604932099
785.1729029531384 503.95660966587167
903.2154501373664 1390.5508245127467
803.5238939676303 495.29086960388247
696.6044465941494 1082.8321671048311
1001.0447189344803 209.6673265191246
517.1619408728784 1292.053825543254
1221.0157218641748 606.4773575437396
484.6169012866777 1303.4356063842617
1103.13828537284 300.15734379197596
1402.785745647046 999.2141123244085
203.19333596013485 1193.9079150279638
1095.710340947742 304.68941952866624
912.4418466639078 1413.9522896999304
1109.6339489655118 305.94875032247444
1412.8726558386966 1011.6298859495427
192.18195557981852 1190.3186251576287
189.24389817241007 1196.5254205760882
503.53735043654245 1308.2658367985985
106.23766615069196 906.1988122021672
1086.770677449756 299.89260065543147
218.6111292431256 1183.6803920352222
1183.1896817603072 600.3107235101231
798.9523692704639 499.02129036474037
1187.9357571420378 598.5357345200614
105.39596971402078 892.616222461703
507.78239595422303 1308.7360842100452
895.8267134737532 1392.0584287118293
993.7114778742862 203.47195630390323
806.6654157095031 499.2730176339753
1093.3638214969187 290.5036619917306
401.2687041469162 794.255356020079
893.7096909615287 1417.6166523537618
392.2796264773131 795.9680629503372
799.4491020869887 497.62129240552025
707.2634953628465 1107.0735255222696
1108.8813250987128 310.87108693432094
1000.7116738141307 183.40441981781206
706.2846635090889 1096.4717776757554
1395.8319327089073 992.5413611273651
391.24652589901643 798.5220110237428
907.4893895742292 1403.9983020284149
708.1810322535027 1097.0920786625802
182.40840834010754 1188.6276508439535
809.4439744625756 503.4719666619289
788.418855865276 486.5394762319954
89.56293746936666 888.5985120811193
1397.591266540985 1007.008814879343
795.035663012063 497.91813598449517
810.9208667789047 499.2955766488393
1007.0382107237816 197.01106645147092
1419.355163740416 1011.6303385757899
101.18233515652646 904.0735879075056
1403.8085723878353 1015.2336591707349
1396.2514396987488 997.5439904777606
390.5580746582472 802.2336467834646
1200.3287371554266 596.4036067519736
115.79802729612048 907.0582075502477
